,Company Name,Comapany Website,Address,Contact,Phone No.
526,CRÈME DE LA CREAM COMPANY B.V.,www.cdlc.nl,Sluispolderweg 40 1505 HK Zaandam The Netherlands,"Jean-Pierre Bienfait, Sales ManagerSales ManagerThomas Tordoir, Managing DirectorManaging Director",+31 75 6127 250
527,CRÈME DE LA CRÈME N.V.,www.cremedelacreme.be,Hellebeemden 3 3560 Lummen Belgium,"Tristan Selis, Sales DirectorSales DirectorRik Zweegers, Chief Executive OfficerChief Executive Officer",+32 486 200 849
528,CRISPY FOOD A/S,www.crispyfood.com,Blommeskoven 2 4281 Gørlev Denmark,"Irina Kodjebach, Marketing CoordinatorMarketing Coordinator",+45 58 87 05 00
529,CROCO,www.croco.ro,Slanicului Street No.12 601110 Onesti Romania,"Damian Mereu, General ManagerGeneral ManagerCristina Cozma, Export ManagerExport Manager",+40 234 315017
530,"CROCODILLE CR, SPOL. S.R.O.",www.yorkdeli.com,Podebradska 88/55 198 00 Prague 9 Czech Republic,"Barbora Polánská, Export CoordinatorExport Coordinator",+420 7 25 81 91 22
531,CROON CONCEPTS B.V.,www.croonconcepts.com,Nieuwe Eerdsebaan 10a 5482 VS Schijndel The Netherlands,"Jeroen Jennissen, ManagerManager",+31 418 636536
532,CROP'S,www.crops.be,Oostrozebeeksestraat 148 8710 Ooigem Belgium,"Johan Polfliet, General Manager VegetablesGeneral Manager VegetablesPieter Delbaere, General Manager FruitsGeneral Manager Fruits",+32 566 76300
533,CRUST & CRUMB BAKERY,www.crust-crumb.com,37 Main Street BT92 9JZ Derrylin United Kingdom,"Mark McCaffrey, Commercial ManagerCommercial ManagerClive Gilpin, Group Commercial ManagerGroup Commercial Manager",+44 28 677 427 81
534,CRUSTA C,www.crustac.fr,6 Rue Nicolas Appert 32600 L'Isle Jourdain France,"Julie Nguyen, Marketing CommunicationMarketing Communication",+33 562 077 130
535,CSB-SYSTEM BENELUX B.V.,www.csb.com,Graaf Engelbertlaan 75 4837 DS Breda The Netherlands,"Erwin Kooke, Area Manager Northern EuropeArea Manager Northern EuropeJeantine Holtslag, Marketing Northern EuropeMarketing Northern Europe",+31 76 5307676
536,"CTR, LDA.",www.ctr-aircare.com,"Loteamento Industrial da Murteira, Lt. 23/24/25 2135-325 Samora-Correia Portugal","Paulo Coelho, Sales DirectorSales Director",+351 263 650 760
537,SPOLDZIELNIA PRACY CUKRY NYSKIE,www.c-n.eu,Aleja Wojska Polskiego 9 48-300 Nysa Poland,"Sandra Kaminska, Marketing ManagerMarketing ManagerJoanna Wdowikowska, Export ManagerExport Manager",+48 77 433 24 11
538,CULINOR N.V.,www.culinor.com,Houtstraat 46 9070 Destelbergen Belgium,"Nicolas Pczycki, Key Account ManagerKey Account ManagerStefanie Vanwelsenaers, Key Account ManagerKey Account Manager",+32 9 229 05 11
539,CULJAK D.O.O.,www.culjak.hr,Vjekoslava Babukica 12 35000 Slavonski Brod Croatia,"Rajko Culjak, OwnerOwnerMatej Culjak, DirectorDirector",+385 035 490 001
540,THE CUP COMPANY,-,Doornpark 16C 9120 Beveren Belgium,"Werner van Dyck, Sales ManagerSales ManagerPaul Daems, Marketing ManagerMarketing Manager",+32 80 440 260
541,CUPPERSUN SPRL,www.pascaline.be,Rue de l'atelier 16 1480 Tubize Belgium,"Gauthier de Ghellinck, General ManagerGeneral Manager",+32 239 098 73
542,CURADEN AG,www.curaden.com,Amlehnstrasse 22 6010 Kriens Switzerland,"Claudio Fuchs, Commercial OfficerCommercial Officer",+41 413194580
543,CURATEX GMBH,www.pelzgroup.de,"Member of the Pelz Group, Dr. Hermann-Lindrath-Straße 23 23812 Wahlstedt Germany","Laure Delassus, Key Account ManagerKey Account ManagerKay-Hilmar Hinz, Managing DirectorManaging Director",+49 4554 71 289
544,CURT MARIA MEDICAL GMBH,www.curtmaria.de,Königsberger Str 100 40231 Düsseldorf Germany,"Kim Köhler, Chief Executive OfficerChief Executive Officer",+49 211 8197100
545,"CZECH AEROSOL, A.S.",www.czechaerosol.cz,Velvety 33 415 01 Rtyne nad Bílinou Czech Republic,"Barbora Volánkova, Head of Sales DepartmentHead of Sales DepartmentVadim Cerny, Commercial DirectorCommercial Director",+420 417 813 543
546,CZECH TRADE - CESKA AGENTURA NA PODPORU OBCHODU,www.czechtrade.cz,Dittrichova 21 128 01 Praha 2 Czech Republic,"Andrea Märzová, Director of Czech Trade RotterdamDirector of Czech Trade RotterdamZuzana Jesenská, Export ConsultantExport Consultant",+420 224 907 512
547,D.A.F. AL. S.R.L.,www.dafal.it,Via Privata Fioruzzi 1 29019 San Giorgio Piacentino (PC) Italy,"Francesco Silvestri, Sales SupportSales SupportAgostino Fioruzzi, Chief Executive OfficerChief Executive Officer",+39 0523371421
548,DABUR INDIA LTD,www.dabur.com,Kaushambi 201014 Ghazaiabad India,"Navneet Gaur, Business HeadBusiness Head",+91 8884172999
549,DACHIM S.R.L.,www.uleielixir.ro,"Str. Gheorghe Lazar, no. 11 401077 Turda Romania","Ferenc Korponay, Chief Executive OfficerChief Executive Officer",+40 744557999
550,DACHSER SE,www.dachser.com,Thomas-Dachser-Straße 2 87439 Kempten Germany,"Stefan Krautwurst-Leister, Head of Sales European Food LogisticsHead of Sales European Food LogisticsJulia Heim, Team Leader Communications Food LogisticsTeam Leader Communications Food Logistics",+49 831 5916 4142
551,DAELMANS BANKET B.V.,www.daelmansgroup.com,Kerkstraat 48 5253 AP Nieuwkuijk The Netherlands,"Denise van Gerwen, Sales AssistantSales AssistantMartijn Vermeer, Key Account ManagerKey Account Manager",+31 73 5188 456
552,DAFCO,www.dafco.nl,Boxhornstraat 1 3113 AS Schiedam The Netherlands,"Judith Waterreus, Sales and Marketing AssistantSales and Marketing Assistant",+31 10 427 77 90
553,DAGROFA LOGISTIK A/S,www.dagrofa-logistik.dk/en,Knud Højgaards vej 19 7100 Vejle Denmark,"Camilla Hansen, Export ManagerExport ManagerPetter Aagesen, Sales DirectorSales Director",+45 20 40 6678
554,DAILYCER,www.dailycer.com,Aux Sentiers D’Eteflay 80500 Faverolles France,"Linda Dewachtere, Marketing ManagerMarketing ManagerMohamed Salim, Managing DirectorManaging Director",+33 3 22 78 77 00
555,DAKOMA SP. Z O.O.,www.dakoma.eu.com,Turystyczna Str.12 05-462 Wiazowna Poland,"Marek Jedynak, IT ManagerIT ManagerOlaf Michalowski, Export Key Account ManagerExport Key Account Manager",+48 692482882
556,DALAN KIMYA ENDÜSTRI A.S.,www.dalan.com.tr,"Kemalpasa Cad. No:325 35060 Pinarbasi, Izmir Turkey","Dilek Akar, Private Label SpecialistPrivate Label SpecialistSelda Teker, Export ManagerExport Manager",+90 232 479 0951
557,DALIAN TALENT POLAND SP. Z O.O.,www.daliantalent.com,Ul. Sw. Jana 19 33-240 Zabno Poland,"Agata Grudzień-Strama, Customer ManagerCustomer Manager",+48 730 735 304
558,DALLA COSTA ALIMENTARE S.R.L.,www.pastadallacosta.it,"Via Della Fornace 131 31023 Castelminio Di Resana, Treviso Italy","Morena Mattiuzzi, Export DepartmentExport Department",+39 0423 484402
559,DAMAK FOOD SP. Z O.O.,www.damakfood.pl,Al. Krakowska 66 05-555 Grzedy Poland,"Semih Cakmak, Sales ManagerSales ManagerSaid Murat, Marketing ConsultantMarketing Consultant",
560,DAMAR CONFIT D.O.O.,www.damartartufi.com,Kralja Milutina 37/4 11000 Belgrade Serbia,"Danijel Trifunovic, DirectorDirector",+381 658898995
561,DANAIS S.A.,www.danais-sa.com,Mili 21200 Argos Greece,"Dimitris Konopisis, Chemical Engineer and Quality Assurance ManagerChemical Engineer and Quality Assurance ManagerSofia Konopisopoulou, Chemist and PartnerChemist and Partner",+30 27510 47550
562,DAN CAKE A/S,www.dancake.dk,Hjortsvangen 15 7323 Give Denmark,"Karin Norlyk, Area Sales ManagerArea Sales ManagerHarald Sand Kjærgaard, Sales and Marketing DirectorSales and Marketing Director",+45 7573 1844
563,DANISH CROWN FOODS HAARLEM BV,www.danishcrown.com,Oudeweg 10 2031 CC Haarlem The Netherlands,"Jeoffrey Warmerdam, Business Development ManagerBusiness Development ManagerFrank Klein, Managing DirectorManaging Director",+31 23 5310 223
564,DANPER TRUJILLO S.A.C.,www.danper.com,Carretera Industrial A Laredo S/N Sector Barrio Nuevo Moche 13600 Trujillo Peru,"Pavel Millones, Sales ExecutiveSales ExecutiveGraciela Villacorta, Sales ExecutiveSales Executive",+51 949147245
565,DANPO A/S,www.danpo.dk,Tykhøjetvej 44 7323 Give Denmark,"Mohammad Mouneimne, Head of ExportHead of ExportLasse Jensen, Export DirectorExport Director",+45 30184104
566,"DANVITA, UAB",www.danvita.lt,P. Sirvio 3A 32124 Zarasai Lithuania,"Saulius Urnieza, Commercial DirectorCommercial DirectorMantas Trampas, Export ManagerExport Manager",+370 620 80 576
567,ZOOKSY SOCKS PRODUCER,www.zooksy.eu,Nadbzurzańska Dolna 7/9 99-400 Łowicz Poland,"Monika Kazimierczak, Brand ManagerBrand ManagerAnna Wawrzyn, Sales SpecialistSales Specialist",+48 888718231
568,UAB DAUMANTAI LT,www.daumantai.lt,"A. Mickeviciaus 1 57110 Dauksiu km., Kedainiu r. sav. Lithuania","Saulius Sestakauskas, Export DirectorExport Director",+370 347 67020
569,DAVA FOODS DENMARK AS,www.davafoods.com,Glerupvej 5 9560 Hadsund Denmark,"Jens Madsen, Sales DirectorSales DirectorIvan Noes Jørgensen, Group Executive Chief OfficerGroup Executive Chief Officer",+45 23 33 48 49
570,DAVIK,www.daviktapes.com,Sde Boker 1 8499300 Kibbuts Sde Boker Israel,"Marina Arshavsky Rosental, Global Marketing and Sales ManagerGlobal Marketing and Sales Manager",+972 86560100
571,DAWN MEATS GROUP,www.dawnmeats.com,Carroll's Cross X42 PX53 Kilmacthomas Ireland,"Edward Halley, Sales ManagerSales Manager",+353 51 295295
572,DAWTONA,www.dawtona.pl,Bieniewicka 52 05-870 Blonie Poland,"Jakub Mikolajczyk, Marketing SpecialistMarketing SpecialistPiotr Zielinski, Export ManagerExport Manager",+48 22 731 54 94
573,DAY AND NIGHT LTD.,www.dayandnightwafers.com,5 Ivan Momchilov Str. 5100 Gorna Oryahovitsa Bulgaria,"Kristiyan Anastasov, Chief Operating OfficerChief Operating OfficerGeorgi Voychev, Export ManagerExport Manager",+359 886556555
574,DAYES B.V.,www.dayes.eu/en/our-categories/pet-care,Innovatie 1 6921 RN Duiven The Netherlands,"Marnix van Lith, Sales ManagerSales ManagerGary Smith, Sales Manager UK and IrelandSales Manager UK and Ireland",+31 270 43917
575,DCOOP,www.dcoop.es,"Carretera De Córdoba s/n 29200 Antequera, Málaga Spain","Fanny Beaudoin, Export Area ManagerExport Area Manager",+34 952 841 451
576,DE-VAU-GE GESUNDKOSTWERK DEUTSCHLAND GMBH,www.de-vau-ge.de,Lüner Rennbahn 18 21339 Lüneburg Germany,"Rüdiger Kühl, Chief Sales OfficerChief Sales OfficerAndreas Makowski, GeschäftsführerGeschäftsführer",+49 4131 985 148
577,DE ANGELIS FOOD S.R.L,www.deangelisfood.com,Via Olanda 2 37069 Villafranca di Verona Italy,"Cristina Armelloni, Export ManagerExport ManagerPaolo Pigozzo, Managing DirectorManaging Director",+39 045 630 5526
578,DEANGELIS SRL,www.deanocciola.com,Loc. La Valle snc 01035 Gallese Italy,"Manuela De Angelis, General ManagerGeneral ManagerFederico Guitarrini, Key Account ManagerKey Account Manager",+39 761 405760
579,DEAS S.A.,www.deasolives.gr,Kalives Halkidikis 63100 Halkidiki Greece,"Pavlos Deas, General ManagerGeneral ManagerChristos Deas, Export ManagerExport Manager",+30 23710 54300
580,DE CARE GROUP,www.decare.pl,Pienkow 147A 05-152 Czosnow Poland,"Iwona Brylinska, Marketing CoordinatorMarketing Coordinator",
581,DE CLEMENTE CONSERVE SPA,www.declementeconserve.com,"Via Nuova Consortile, 9 84084 Fisciano Italy","Manuela Ruggiero, Export Sales ManagerExport Sales ManagerBrigida Marica Corrado, Export Sales RepresentativeExport Sales Representative",+39 333 800 2856
582,DECO INDUSTRIE SCPA,www.decoindustrie.it,Via Caduti del Lavoro 2 48012 Bagnacavallo (RA) Italy,"Luigi Terzi, Export ManagerExport ManagerEgle Torre, Export ManagerExport Manager",+39 0545 935511
583,DECOPRINT DRUCKEREI GMBH,www.decoprint.net,Höger Damm 6 49632 Essen Oldenburg Germany,"Manfred Morthorst, Chief Executive Officer and OwnerChief Executive Officer and OwnerMario Bocklage, Chief Executive Officer and OwnerChief Executive Officer and Owner",+49 5434 81 200
584,DE FRYSKE,www.defryske.frl/en,Star Numanwei 3 8567JX Oudemirdum The Netherlands,"Catharinus Wierda, Owner and General ManagerOwner and General Manager",+31 622824504
585,ZUIVELFABRIEK DE GRAAFSTROOM,www.degraafstroom.com,Dorpsstraat 18 2971 AD Bleskensgraaf The Netherlands,"Michel Boerman, Trade MarketeerTrade MarketeerMirjam van Ginkel, Marketing ManagerMarketing Manager",+31 0184430050
586,DEHIDRA LLC,www.dehidra.com,"Svietlikių Str. 39, Širvintų Distr. Širvintų Distr. 19182 Vileikiškiai Lithuania","Sergej Pustoskin, Export ManagerExport Manager",+370 66930959
587,DE KROES B.V.,www.dekroesbv.com,P.O. Box 299 4900 AG Oosterhout The Netherlands,"Hanneke van Opstal, Area Sales ManagerArea Sales ManagerRuben Ripmeester, Area Sales ManagerArea Sales Manager",+31 162 498 800
588,DELAFAILLE N.V.,www.delafaille.be,Doornpark 16 C 9120 Beveren Belgium,"Steve Maryns, Sales ManagerSales Manager",
589,DELAFRUIT,www.delafruit.com,"Avenida Carintia s/n Pol. Industrial Mil·lenium 43470 La Selva del Camp, Tarragona Spain","Guillermo Vives, Business Development AreaBusiness Development AreaMontserrat Boada March, Business and Development AreaBusiness and Development Area",+34 977 844 890
590,DELARANGE COSMETICS B.V.,www.delarange.nl,Edisonweg 36 3899 AZ Zeewolde The Netherlands,"Pauline Meyberg, Account ManagerAccount ManagerDirk van Rij, Commercial DirectorCommercial Director",+31 36 522 1354
591,DELDICHE N.V.,www.deldiche.be,Industrielaan 8 1740 Ternat Belgium,"Jim De Cock, Marketing and SalesMarketing and SalesRobbert Verloove, Sales ManagerSales Manager",+32 256 92190
592,DELEYE PRODUCTS N.V.,www.deleye.com,Avenue Nadine Pollet-Sengier 2 7700 Mouscron Belgium,"Pieter Ide, Sales DirectorSales DirectorKelly Deraeve, MarketingMarketing",+32 56 85 24 29
593,DELIA COSMETICS SP. Z O.O.,www.cosmeticsmanufacturing.eu,Lesna 5 95-030 Rzgow Poland,"Monika Pawlak, Key Account ManagerKey Account ManagerMarta Grabska, Private Label Account ManagerPrivate Label Account Manager",+48 42 225 4400
594,DELIBAKE I OREBRO AB,www.delibake.se,Grusgropsvagen 2 70236 Orebro Sweden,"Mattias Nylén, Sales and Marketing ManagerSales and Marketing Manager",+46 193 040 60
595,DELICA AG,www.delica.com,Bresteneggstrasse 4 5033 Buchs Switzerland,"Andrea Di Franco, Head of Sales Private LabelHead of Sales Private LabelEvelin Weber Raub, Head of Back Office Sales Private LabelHead of Back Office Sales Private Label",+41 62 836 26 26
596,DELICIA B.V.,www.delicia.nl,Zevenheuvelenweg 53 5048 AN Tilburg The Netherlands,"Joris Willemse, Commercial DirectorCommercial DirectorCasper Speijer, Sales ManagerSales Manager",+31 13 462 5525
597,DELICIUS RIZZOLI S.P.A.,www.delicius.it,Via Micheli 2 43056 San Polo Di Torrile Italy,"Alessandro Farneti, Export ManagerExport Manager",+39 0521813525
598,DELIDESS,www.delidess.com,"2, rue de la Pérouse 33290 Blanquefort France","Laurent Boisserie, Chief Executive OfficerChief Executive Officer",+33 5 56 07 08 00
599,DELKA SA,www.delka.be,Rue de Battice 22B 4800 Petit-Rechain Belgium,"Anne Sophie Seillier, ExportExportBernard Schwanen, Chief Executive OfficerChief Executive Officer",+32 877 66 338
600,DELLA PERUTA VINCENZO SPA,www.dellaperutavincenzo.it,Via S. Antonio Abate 14 84018 Scafati - Salerno Italy,"Maria Rosaria Vollaro, Commercial AssistantCommercial Assistant",+39 081 850 3387
601,DELY WAFFLES SRL,www.dely.be,Porte des Bâtisseurs 166 7730 Estaimpuis Belgium,"Davy Van Poucke, Chief Executive OfficerChief Executive OfficerJoeri Moerman, SalesSales",+32 47 5458138
602,BANKETBAKKERIJ DE MARO,www.demaro.nl,Knippersven 15 5056 DE Berkel-Enschot The Netherlands,"Bart Snijders, Managing DirectorManaging DirectorBennie van der Rest, Sales ManagerSales Manager",+31 13 538 5160
603,DE MATTEIS AGROALIMENTARE S.P.A,www.dematteisfood.it,A.S.I. Valle Ufita 83040 Flumeri Italy,"Gianluca De Chiara, Europe Sales Manager Private LabelEurope Sales Manager Private LabelMarta Duda, Marketing OperativoMarketing Operativo",+39 0825 4212
604,DE MENKEN KEUKEN,www.demenkenkeuken.nl,Edisonstraat 2 2171 TV Sassenheim The Netherlands,"Peter Weltevreden, General DirectorGeneral DirectorKatinka Prins, SecretarySecretary",+31 6 53719839
605,DEMMLER GMBH,www.demmler.de,Kaiser-Wilhelm-Str. 7 12247 Berlin Germany,"Patrick Lapazynski, Sales RepresentativeSales RepresentativeHenryk Schäperkötter, Sales ManagerSales Manager",+49 307 700 080
606,DENKA INTERNATIONAL,www.denka.nl,Gildeweg 37 3771 NB Barneveld The Netherlands,"Sjoerd Kuijsten, Product Line ManagerProduct Line ManagerGretel Deblaere, Marketing ManagerMarketing Manager",+31 630382153
607,DENNINGHOFFS GMBH,www.denninghoffs.com,Wieblinger Weg 92/1 69123 Heidelberg Germany,"Thomas Kuehn, Chief Executive OfficerChief Executive Officer",+49 6221 3219020
608,DENTAL-KOSMETIK GMBH & CO. KG,www.dental-kosmetik.de,Katharinenstr. 4 01099 Dresden Germany,"Robert Wenzel, Area Export ManagerArea Export ManagerAndreas Kempa, Sales DirectorSales Director",+49 351 8005 350
609,DEOFLOR SPA,www.deoflor.it,Via Vespolate 48 27030 Confienza (PV) Italy,"Gian Luca Guenzi, Chief Executive OfficerChief Executive OfficerGiuseppe Esposito, Marketing ManagerMarketing Manager",+39 0384 64461
610,DERMAPHARM A/S,www.dermapharm.dk,Europavej 10 8990 Faarup Denmark,"Mikkel Egelund Jensen, Chief Executive OfficerChief Executive OfficerIben Faaborg, Marketing CoordinatorMarketing Coordinator",+45 8647 7744
611,DESSERT FACTORY S.A.,www.dessertfactory.be,Rue De La Métallurgie 41 4530 Villers-Le-Bouillet Belgium,"Edouard Dryon, Sales ManagerSales ManagerSebastien Dryon, Managing DirectorManaging Director",+32 4 257 97 99
612,DESTROOPER-OLIVIER NV,www.destrooper-olivier.com,De Leiteweg 9 8020 Oostkamp Belgium,"Yves Goemaere, Commercial DirectorCommercial DirectorPatricia Vancraeyenest, Sales Account ManagerSales Account Manager",+32 50 27 93 43
613,DETAY GIDA SANAYI VE TICARET A.S.,www.detaygida.com.tr,Ömer Avni Mahallesi Inebolu Sokak Ekemen Han No:1 Kat:5 34427 Kabatas 34427 Istanbul Turkey,"Berna Ozturk Eksi, Deputy ManagerDeputy ManagerMehmet Ayberk Aksulu, International Key Account ManagerInternational Key Account Manager",+90 212 252 90 16
614,DETELINA LTD,www.detelina.com,64 Marin Popov Str. 5400 Sevlievo Bulgaria,"Anita Markova, Commercial DirectorCommercial Director",+359 675 323 43
615,DEVA NUTRITION A.S.,www.deva.cz,Generala Klapalka 519 54901 Nove Mesto nad Metuji Czech Republic,"Josef Škoda, Export and Marketing ManagerExport and Marketing ManagerMichaela Popková, Sales and MarketingSales and Marketing",+420 491 439 111
616,DEVELEY SENF & FEINKOST GMBH,www.develey.com,Ottobrunner Str. 45 82008 Unterhaching Germany,"Guy Tiebackx, Head of SalesHead of SalesPhilipp Stauss, Sales Director International RetailSales Director International Retail",+49 89 61102 353
617,DEVINEAU,www.ambiancesdevineau.com,Zil de la Gare 44470 Carquefou France,"François Jérôme Delannoy, Key AccountKey AccountCaroline Leport, Key AccountKey Account",+33 2 51131713
618,DEVODIER PROSCIUTTI SRL,www.devodier.com,Via Ponticella 4 43037 Lesignano de' Bagni Italy,"Michele Devodier, Export ManagerExport Manager",+39 0521861070
619,"DEVOLLI CORPORATION, SH.P.K.",www.devollicorporation.com,Str. Pajaziti nn 30000 Pejë Kosovo,"Fitim Shala, Procurement and Export DepartmentProcurement and Export Department",+383 4971 6085
620,DEWI BACK HANDELS GMBH,www.dewiback.de,Staakener Str. 30-37 13581 Berlin Germany,"Dorothe Bender, Head of Back OfficeHead of Back OfficeTino Leder, Managing DirectorManaging Director",
621,DGRADE FZ LLC,www.dgrade.com,205N North Tower Dubai Science Park South Barsha 478953 Dubai United Arab Emirates,"Kristian Barber, Chief Executive OfficerChief Executive OfficerEmma Barber, Managing DirectorManaging Director",+97 1555498763
622,DIABETICOM S.A.,www.nutradia.be,"Rue Bourrie 14A 5300 Seilles, Andenne Belgium","Avi Leshem, General ManagerGeneral ManagerSophie Raveschot, Sales ManagerSales Manager",+32 85 71 45 00
