,Company Name,Located,Comapany Website,Details
489,LC Ingredients ,C100 France,https://www.lcingredients.com/fr_fr/,"LC Ingredients distributes innovative and high-tech healthy ingredients, organic vitamins and minerals dedicated to dietary (and pet food) supplements and cosmetic applications.We also develop tailor made white label products formulated from the same ingredients that we distribute in bulk.Fell free to contact us for new projects, we'll be happy to become your partner!"
490,Leenvit Group Sp. z o. o. ,N36 Poland,http://leenvit.com,"Leenvit is an innovative Polish company operating in the supplement, food, cosmetic and pharmaceutical industries. It owns a patented technology of isolating pure Omega 3,6,9 acids from vegetable oils in the form of monoesters."
491,LEHVOSS Nutrition ,F84 United Kingdom,https://www.lehvoss-nutritionminerals.de/en/home/,"LEHVOSS Nutrition is a business activity of the LEHVOSS Group, dedicated to the marketing and distribution of nutraceutical ingredients and minerals (Lehmann&Voss&Co.KG) for Food Supplements, Pharma, Functional Foods and Feed/Animal Nutrition applications.We specialise in scientifically proven, branded ingredients manufactured by top worldwide companies and distributed by our LEHVOSS subsidiaries throughout Europe.This year we are planning to bring the latest updates and innovative applications for our well-known branded ingredients OptiMSM®, Longvida®, Bacognize®, Tinofend®, WokVel®, Pomella®, Restoridyn®, EpiCor®, Golden Omega®, GOtab®, Naticol®, HAPLEX®Plus, XanMax®, AstaPure® Pureway-C®, Benexia® and PureSea®. Discover our PHARMAGNESIA® range of high quality minerals managed by our expert team at Lehmann&Voss&Co.KG in Hamburg and distributed across Europe.We are also pleased to introduce our new innovative PlantNutra® range: natural, plant-based ingredients with clean-label and sustainable approach. Alongside these branded ingredients, we offer a nice selection of standard ingredients such as greenshell mussel powder, saw palmetto, coenzyme Q10, Dry Apple Cider Vinegar, Methylcobalamin, hyaluronic acid, citrus bioflavonoids, phosphatidyl serine, d-biotin, vitamins, l-gluthatione, holy basil, ginger, amla, ashwagandha and more."
492,LEHVOSS UK ,United Kingdom,-,-
493,Leiber GmbH ,Germany,https://leibergmbh.de/en/#,"Leiber refines brewers’ yeast into innovative products for humans and animals. For our customers we conduct research in our own laboratories and develop tailor-made solutions for healthy nutrition, biotechnology and agricultural applications. We reliably supply excellent products – and have been upcycling at world-market level since 1954."
494,LEK-AM ,N45 Poland,https://www.lekam.pl/en,"LEK-AM is a Polish pharmaceutical company operating since the year 2000. Our products are present in 24 countries on 3 continents and the sales are expanding throughout Central and Eastern Europe, Africa, Asia, as well as Central and South America. LEK-AM’s portfolio consists of about 80 positions, including RX products, OTC drugs and food supplements both in solid and liquid forms. LEK-AM’s Research and Development team focuses on innovative generic drugs and offers full contract manufacturing services including formula development, fully designing the packaging and evolving clients’ ideas."
495,Lenus Pharma GesmbH ,A140 Austria,https://profertil.eu,"LENUS PHARMA is an Austrian company and owner of study-proven quality products in the fields of gynecology, urology and ophthalmology. We are the international market leader in the treatment of male infertility and are represented with our products in more than 70 countries. With an export share of over 90%, we are growing at a double-digit rate every year."
496,LGC Ltd ,L237 United Kingdom,https://informed-sport.com,"The INFORMED brands are comprised of global quality assurance and certification programmes designed to make sports nutrition products and dietary supplements safer for use. Programs include Informed Sport, Informed Choice, Informed Protein, Informed Ingredient and Informed Manufacturer. Backed by LGC Science's over 55-years of anti-doping experience, the family of programs were designed in support of the company's mission of ""Science for a Safer World"".Athletes, consumers, sports nutrition brands, raw material suppliers and sports nutrition manufacturers rely on our programs for their reputation and global recognition in providing banned substance testing and quality assurance. The INFORMED brands follow the mission of - We Test, You Trust."
497,LIMHEALTH ,Italy,-,-
498,Limhealth SRL ,E150 Italy,http://www.limhealth.it,"Limhealth was founded on July 28, 2014 by a passion for the manufacturing company by two professionals Cristina e Tiziano combining their extensive experience and interest in manufacturing.Their illustrious experience includes their long stints first in the pharmaceutical and then nutritional.This is the story of passion and dedication of the company.Limhealth is a young and fast-growing Italian company located nearby Milan, a contract manufacturer and products developer of food-supplements and medical devices.Our ambition is to become a valuable and strategic partner to the realization of your product.The company produces liquids and emulsions in stick-packs, sachets and bottles (10-1000 ml), powders in stick-packs and sachets, tablets and capsules in blisters and bottles with several types of closures.All the dosage forms can be packaged in cardboard boxes with leaflets.Limhealth current production and development includes many formulations such as multivitamins, herbal remedies, pre-probiotics, anti-cough, women and men health & wellbeing products for all ages, natural defences, joint mobility, digestion-intestinal health, antacid, cardiovascular health etc, most of them are already available for new clients.QUALITYAll our products are created with high quality ingredients purchased from qualified suppliers and strictly verified.A well stated Quality system covers all company activities.We are a ISO 9001, ISO 13485 certified and GMP approved company in order to comply with the requirements of the ""Code of Federal Regulations Title 21, Volume 2, Part 111"" for Manufacturing of dietary supplements in solid and liquid form.We are also BIO certified and SMETA Member.SERVICETo take care of different kind of needs we have lactose, gluten and GMO free and also vegetarian, vegan, BIO, halal and kosher suitable products.We provide full technical, regulatory and nutritional support for all queries about labelling and health claims.Packaging design and artwork service.OUR STRENGHTSProfessionalismWe take care of the needs of all clients and of our internal activities with commitment and enthusiasm.Company valueWe strongly believe in human value and good personal relationships. We listen to you.QualityWe assure you that the quality of products comes from every step taken carefully and diligently by all of us.PunctualityTry working with us!VersatilityWe are always keen to interpret and implement the ideas of our clients.FlexibilitySmall and big batchesCompetitivenessOur competitiveness lies in the honesty and the seriousness with which we manage the technical and financial aspects in our work."
